"source","target","gene_A","gene_B","type_gene_A","type_gene_B","MeanLR"
"Megakaryocyte","Megakaryocyte","LGALS9","PTPRC","Ligand","Receptor",0.173903322764713
"Megakaryocyte","Megakaryocyte","LGALS9","CD47","Ligand","Receptor",0.178258534972786
"Megakaryocyte","Megakaryocyte","LGALS9","HAVCR2","Ligand","Receptor",0.123144835155697
"Megakaryocyte","Megakaryocyte","HLA-B","CD3D","Ligand","Receptor",1.89826783242937
"Megakaryocyte","Megakaryocyte","HLA-B","CD3G","Ligand","Receptor",1.5777534519601
"Megakaryocyte","Megakaryocyte","HLA-B","KLRD1","Ligand","Receptor",1.56466421773123
"Megakaryocyte","Megakaryocyte","HLA-DRA","LAG3","Ligand","Receptor",0.254716463837128
"Megakaryocyte","Megakaryocyte","HLA-DQA1","LAG3","Ligand","Receptor",0.0895115551322928
"Megakaryocyte","Megakaryocyte","HLA-A","CD3D","Ligand","Receptor",1.15612715850606
"Megakaryocyte","Megakaryocyte","HLA-A","CD3G","Ligand","Receptor",0.835612778036794
"Megakaryocyte","Megakaryocyte","HLA-DPB1","LAG3","Ligand","Receptor",0.287932677024352
"Megakaryocyte","Megakaryocyte","APP","CD74","Ligand","Receptor",1.05063787075297
"Megakaryocyte","Megakaryocyte","APP","RPSA","Ligand","Receptor",1.24086911161884
"Megakaryocyte","Megakaryocyte","CD48","CD2","Ligand","Receptor",0.339086156770532
"Megakaryocyte","Megakaryocyte","HLA-C","CD3D","Ligand","Receptor",1.32774698313692
"Megakaryocyte","Megakaryocyte","HLA-C","CD3G","Ligand","Receptor",1.00723260266765
"Megakaryocyte","Megakaryocyte","ICAM2","ITGAM","Ligand","Receptor",0.293580617477656
"Megakaryocyte","Megakaryocyte","HLA-E","KLRC1","Ligand","Receptor",0.507748745789868
"Megakaryocyte","Megakaryocyte","HLA-DPA1","LAG3","Ligand","Receptor",0.340637184243184
"Megakaryocyte","Megakaryocyte","B2M","CD3D","Ligand","Receptor",2.82326481760696
"Megakaryocyte","Megakaryocyte","B2M","CD3G","Ligand","Receptor",2.50275043713769
"Megakaryocyte","Megakaryocyte","B2M","CD247","Ligand","Receptor",2.43577979463649
"Megakaryocyte","Megakaryocyte","B2M","KLRC1","Ligand","Receptor",2.48697431675507
"Megakaryocyte","Megakaryocyte","B2M","KLRD1","Ligand","Receptor",2.48966120290883
"Megakaryocyte","Megakaryocyte","CLEC2D","KLRB1","Ligand","Receptor",0.299949118579502
"Megakaryocyte","Megakaryocyte","PF4","CXCR3","Ligand","Receptor",0.238553602359787
"Megakaryocyte","Megakaryocyte","CCL5","CXCR3","Ligand","Receptor",0.251000472085529
"Megakaryocyte","Megakaryocyte","GRN","TNFRSF1B","Ligand","Receptor",0.262895326051199
"Megakaryocyte","Megakaryocyte","COPA","CD74","Ligand","Receptor",1.0376833593243
"Megakaryocyte","Megakaryocyte","HMGB1","HAVCR2","Ligand","Receptor",0.600631526732287
"Megakaryocyte","Megakaryocyte","GZMB","IGF2R","Ligand","Receptor",0.523454144000275
"Megakaryocyte","Megakaryocyte","C1QB","C1QBP","Ligand","Receptor",0.402750947223126
"Megakaryocyte","Megakaryocyte","HMGB1","CXCR4","Ligand","Receptor",0.693483586754887
"Megakaryocyte","Fibroblast","LGALS9","MET","Ligand","Receptor",0.140073279582032
"Megakaryocyte","Fibroblast","LGALS9","CD44","Ligand","Receptor",0.199661356768637
"Megakaryocyte","Fibroblast","APP","RPSA","Ligand","Receptor",1.41971609318795
"Megakaryocyte","Fibroblast","ITGB2","THY1","Ligand","Receptor",0.370060114967972
"Megakaryocyte","Fibroblast","B2M","TFRC","Ligand","Receptor",2.44446118863151
"Megakaryocyte","Fibroblast","TIGIT","PVR","Ligand","Receptor",0.115249901719141
"Megakaryocyte","Fibroblast","COL6A3","ITGA10","Ligand","Receptor",0.192629350131719
"Megakaryocyte","Fibroblast","COL6A3","ITGA11","Ligand","Receptor",0.208463020521887
"Megakaryocyte","Fibroblast","PF4","SDC2","Ligand","Receptor",0.111301832117534
"Megakaryocyte","Fibroblast","CCL5","SDC1","Ligand","Receptor",0.115520246688684
"Megakaryocyte","Fibroblast","GPI","AMFR","Ligand","Receptor",0.127012082489085
"Megakaryocyte","Fibroblast","MFNG","NOTCH2","Ligand","Receptor",0.133135323309407
"Megakaryocyte","Fibroblast","LTB","TNFRSF1A","Ligand","Receptor",0.644950676571749
"Megakaryocyte","Fibroblast","HLA-B","CANX","Ligand","Receptor",1.54715706390457
"Megakaryocyte","Fibroblast","VIM","CD44","Ligand","Receptor",0.851132727580104
"Megakaryocyte","Fibroblast","LMAN1","MCFD2","Ligand","Receptor",0.21917721929836
"Megakaryocyte","Fibroblast","FABP5","RXRA","Ligand","Receptor",0.254617372975737
"Megakaryocyte","Fibroblast","LGALS9","SLC1A5","Ligand","Receptor",0.196638366318786
"Megakaryocyte","Fibroblast","LGALS3","ENG","Ligand","Receptor",0.2504634738529
"Megakaryocyte","MSC","LGALS9","LRP1","Ligand","Receptor",0.510894705298521
"Megakaryocyte","MSC","LGALS9","CD47","Ligand","Receptor",0.261829468649693
"Megakaryocyte","MSC","LGALS9","MRC2","Ligand","Receptor",0.276760341971938
"Megakaryocyte","MSC","HLA-DRA","CD4","Ligand","Receptor",0.249433392865408
"Megakaryocyte","MSC","HLA-DQA1","CD4","Ligand","Receptor",0.0842284841605733
"Megakaryocyte","MSC","HLA-A","APLP2","Ligand","Receptor",0.886874988164438
"Megakaryocyte","MSC","HLA-DPB1","CD4","Ligand","Receptor",0.282649606052632
"Megakaryocyte","MSC","APP","CD74","Ligand","Receptor",0.924975914672612
"Megakaryocyte","MSC","APP","LRP1","Ligand","Receptor",0.481337968810787
"Megakaryocyte","MSC","ITGB2","THY1","Ligand","Receptor",0.379891285779412
"Megakaryocyte","MSC","CD99","CD81","Ligand","Receptor",0.551178496271327
"Megakaryocyte","MSC","HLA-DPA1","CD4","Ligand","Receptor",0.335354113271464
"Megakaryocyte","MSC","HLA-DMA","CD4","Ligand","Receptor",0.21004302986383
"Megakaryocyte","MSC","HLA-DMB","CD4","Ligand","Receptor",0.0819298809793356
"Megakaryocyte","MSC","B2M","TFRC","Ligand","Receptor",2.41664315690343
"Megakaryocyte","MSC","ALCAM","CHL1","Ligand","Receptor",0.423860622474205
"Megakaryocyte","MSC","ALCAM","NRP1","Ligand","Receptor",0.226675011827961
"Megakaryocyte","MSC","COL6A3","ITGA10","Ligand","Receptor",0.290275085007169
"Megakaryocyte","MSC","COL6A3","ITGA1","Ligand","Receptor",0.311302407727597
"Megakaryocyte","MSC","COL6A3","ITGA11","Ligand","Receptor",0.26277741613497
"Megakaryocyte","MSC","PF4","SDC2","Ligand","Receptor",0.1739882532152
"Megakaryocyte","MSC","PF4","LRP1","Ligand","Receptor",0.50425451431289
"Megakaryocyte","MSC","S100A8","ITGB2","Ligand","Receptor",0.448109708608664
"Megakaryocyte","MSC","S100A9","ITGB2","Ligand","Receptor",0.399358209929881
"Megakaryocyte","MSC","LGALS1","ITGB1","Ligand","Receptor",1.27808430458356
"Megakaryocyte","MSC","CCL5","SDC1","Ligand","Receptor",0.149706809712383
"Megakaryocyte","MSC","CALR","LRP1","Ligand","Receptor",0.504252717069492
"Megakaryocyte","MSC","GRN","TNFRSF1A","Ligand","Receptor",0.510013142550191
"Megakaryocyte","MSC","COPA","CD74","Ligand","Receptor",0.912021403243943
"Megakaryocyte","MSC","LGALS3BP","ITGB1","Ligand","Receptor",0.437916890421858
"Megakaryocyte","MSC","IL16","CD4","Ligand","Receptor",0.0766342712802543
"Megakaryocyte","MSC","FAM3C","LAMP1","Ligand","Receptor",0.262453675072273
"Megakaryocyte","MSC","FAM3C","LIFR","Ligand","Receptor",0.264391219652406
"Megakaryocyte","MSC","GPI","AMFR","Ligand","Receptor",0.123394029794989
"Megakaryocyte","MSC","GZMB","IGF2R","Ligand","Receptor",0.530175128438769
"Megakaryocyte","MSC","SERPINA1","LRP1","Ligand","Receptor",0.478727631006925
"Megakaryocyte","MSC","MFNG","NOTCH2","Ligand","Receptor",0.143896585685384
"Megakaryocyte","MSC","TIMP1","CD63","Ligand","Receptor",1.42208420118321
"Megakaryocyte","MSC","HMGB1","SDC1","Ligand","Receptor",0.621386822548862
"Megakaryocyte","MSC","LTB","TNFRSF1A","Ligand","Receptor",0.993722708605918
"Megakaryocyte","MSC","LRPAP1","LRP1","Ligand","Receptor",0.477398350508607
"Megakaryocyte","MSC","C1QB","LRP1","Ligand","Receptor",0.496202573814715
"Megakaryocyte","MSC","PSAP","LRP1","Ligand","Receptor",0.638745580107849
"Megakaryocyte","MSC","HLA-B","CANX","Ligand","Receptor",1.56939758678252
"Megakaryocyte","MSC","LTB","CD40","Ligand","Receptor",0.613269690335623
"Megakaryocyte","MSC","CCL5","SDC4","Ligand","Receptor",0.224252197490238
"Megakaryocyte","MSC","C1QB","C1QBP","Ligand","Receptor",0.228999703933019
"Megakaryocyte","MSC","LMAN1","MCFD2","Ligand","Receptor",0.236957169202547
"Megakaryocyte","MSC","FABP5","RXRA","Ligand","Receptor",0.284786939560514
"Megakaryocyte","MSC","LGALS9","SLC1A5","Ligand","Receptor",0.256788594427165
"Megakaryocyte","MSC","HSP90B1","LRP1","Ligand","Receptor",0.76458664598915
"Megakaryocyte","MSC","PDAP1","PDGFRB","Ligand","Receptor",0.476377911339386
"Megakaryocyte","MSC","LGALS3","ENG","Ligand","Receptor",0.255658298570338
"Megakaryocyte","Myeloid","LGALS9","PTPRC","Ligand","Receptor",0.302276405694372
"Megakaryocyte","Myeloid","ICAM2","ITGAM","Ligand","Receptor",0.258035653531806
"Megakaryocyte","Myeloid","LGALS1","PTPRC","Ligand","Receptor",1.10894746506616
"Megakaryocyte","Myeloid","LTB","TNFRSF1A","Ligand","Receptor",0.701001231861203
"Megakaryocyte","Myeloid","HLA-B","CANX","Ligand","Receptor",1.84357090499319
"Megakaryocyte","Myeloid","HMGB1","CXCR4","Ligand","Receptor",0.827499323175203
"Megakaryocyte","Myeloid","GNAI2","S1PR4","Ligand","Receptor",0.280671126832915
"Megakaryocyte","Neural","HLA-A","APLP2","Ligand","Receptor",0.799504495063153
"Megakaryocyte","Neural","IL16","CD9","Ligand","Receptor",0.154208629713822
"Megakaryocyte","Neural","HLA-B","CANX","Ligand","Receptor",1.48913164421106
"Megakaryocyte","Neural","ARF6","SMAP1","Ligand","Receptor",0.183252460790926
"Fibroblast","Megakaryocyte","THY1","ITGAM","Ligand","Receptor",0.231752466043996
"Fibroblast","Megakaryocyte","APP","CD74","Ligand","Receptor",1.01981102533607
"Fibroblast","Megakaryocyte","APP","RPSA","Ligand","Receptor",1.21004226620193
"Fibroblast","Megakaryocyte","THBS1","ITGA4","Ligand","Receptor",0.162178619672682
"Fibroblast","Megakaryocyte","COL1A1","CD44","Ligand","Receptor",0.885367503122106
"Fibroblast","Megakaryocyte","FN1","ITGA4","Ligand","Receptor",0.915106412755305
"Fibroblast","Megakaryocyte","FN1","ITGA4","Ligand","Receptor",0.934885900635129
"Fibroblast","Megakaryocyte","FN1","CD44","Ligand","Receptor",0.825360468662295
"Fibroblast","Megakaryocyte","COL1A2","CD44","Ligand","Receptor",0.52231544469762
"Fibroblast","Megakaryocyte","COL6A1","CD44","Ligand","Receptor",0.414772854197792
"Fibroblast","Megakaryocyte","TGFB1","CXCR4","Ligand","Receptor",0.181555780039695
"Fibroblast","Megakaryocyte","S100A8","ITGB2","Ligand","Receptor",0.375716541691278
"Fibroblast","Megakaryocyte","S100A9","ITGB2","Ligand","Receptor",0.434727023858232
"Fibroblast","Megakaryocyte","LGALS1","ITGB1","Ligand","Receptor",2.01453006779407
"Fibroblast","Megakaryocyte","LGALS1","PTPRC","Ligand","Receptor",1.9521266218158
"Fibroblast","Megakaryocyte","SPP1","ITGA4","Ligand","Receptor",0.284192148026679
"Fibroblast","Megakaryocyte","SPP1","PTGER4","Ligand","Receptor",0.176971120517322
"Fibroblast","Megakaryocyte","CCL5","CXCR3","Ligand","Receptor",0.189312341562922
"Fibroblast","Megakaryocyte","CD59","CD2","Ligand","Receptor",0.311760928685837
"Fibroblast","Megakaryocyte","MIF","CD44","Ligand","Receptor",0.601487171852897
"Fibroblast","Megakaryocyte","MIF","CXCR4","Ligand","Receptor",0.639175660156023
"Fibroblast","Megakaryocyte","MIF","TNFRSF14","Ligand","Receptor",0.273464495369135
"Fibroblast","Megakaryocyte","GRN","TNFRSF1B","Ligand","Receptor",0.188143168650032
"Fibroblast","Megakaryocyte","FAM3C","CLEC2D","Ligand","Receptor",0.0993447057822986
"Fibroblast","Megakaryocyte","FSTL1","DIP2A","Ligand","Receptor",0.359787747345365
"Fibroblast","Megakaryocyte","FADD","TRADD","Ligand","Receptor",0.0811221618549506
"Fibroblast","Megakaryocyte","GNAI2","CXCR3","Ligand","Receptor",0.277669077532525
"Fibroblast","Megakaryocyte","PKM","CD44","Ligand","Receptor",0.504477887342386
"Fibroblast","Megakaryocyte","TGM2","ITGA4","Ligand","Receptor",0.310516691687651
"Fibroblast","Megakaryocyte","BGN","LY96","Ligand","Receptor",0.253188041536819
"Fibroblast","Megakaryocyte","SPP1","S1PR1","Ligand","Receptor",0.179224154285028
"Fibroblast","Megakaryocyte","INHBA","ACTR2","Ligand","Receptor",0.23655297572736
"Fibroblast","Fibroblast","ADAM12","ITGB1","Ligand","Receptor",0.338225896302945
"Fibroblast","Fibroblast","APP","RPSA","Ligand","Receptor",1.38888924777104
"Fibroblast","Fibroblast","ADAM15","ITGB1","Ligand","Receptor",0.335667208213191
"Fibroblast","Fibroblast","ADAM15","ITGA5","Ligand","Receptor",0.224228333121114
"Fibroblast","Fibroblast","COL1A1","ITGA10","Ligand","Receptor",0.97022444038196
"Fibroblast","Fibroblast","COL1A1","ITGA11","Ligand","Receptor",0.986058110772128
"Fibroblast","Fibroblast","COL1A1","ITGA5","Ligand","Receptor",0.973435576715527
"Fibroblast","Fibroblast","COL1A1","CD44","Ligand","Receptor",0.9444089413187
"Fibroblast","Fibroblast","COL1A1","SDC1","Ligand","Receptor",0.854461152498637
"Fibroblast","Fibroblast","COL1A1","DDR2","Ligand","Receptor",0.862153232222561
"Fibroblast","Fibroblast","COL4A1","ITGA10","Ligand","Receptor",0.250521818787771
"Fibroblast","Fibroblast","COL4A1","ITGA11","Ligand","Receptor",0.266355489177939
"Fibroblast","Fibroblast","COL4A1","CD44","Ligand","Receptor",0.224706319724511
"Fibroblast","Fibroblast","COL4A1","SDC1","Ligand","Receptor",0.134758530904448
"Fibroblast","Fibroblast","FN1","ITGA5","Ligand","Receptor",0.969147979801754
"Fibroblast","Fibroblast","FN1","CD79A","Ligand","Receptor",0.802682573193417
"Fibroblast","Fibroblast","FN1","CD44","Ligand","Receptor",0.884401906858888
"Fibroblast","Fibroblast","FN1","SDC1","Ligand","Receptor",0.794454118038825
"Fibroblast","Fibroblast","FN1","SDC2","Ligand","Receptor",0.802682573193417
"Fibroblast","Fibroblast","COL1A2","ITGA10","Ligand","Receptor",0.607172381957474
"Fibroblast","Fibroblast","COL1A2","ITGA11","Ligand","Receptor",0.623006052347642
"Fibroblast","Fibroblast","COL1A2","CD44","Ligand","Receptor",0.581356882894214
"Fibroblast","Fibroblast","COL1A2","SDC1","Ligand","Receptor",0.491409094074151
"Fibroblast","Fibroblast","COL4A2","ITGA10","Ligand","Receptor",0.224012329394193
"Fibroblast","Fibroblast","COL4A2","ITGA11","Ligand","Receptor",0.239845999784361
"Fibroblast","Fibroblast","COL4A2","CD44","Ligand","Receptor",0.198196830330933
"Fibroblast","Fibroblast","COL4A2","SDC1","Ligand","Receptor",0.10824904151087
"Fibroblast","Fibroblast","LAMC1","CD44","Ligand","Receptor",0.198487022171041
"Fibroblast","Fibroblast","COL6A1","ITGA10","Ligand","Receptor",0.499629791457645
"Fibroblast","Fibroblast","COL6A1","ITGA11","Ligand","Receptor",0.515463461847813
"Fibroblast","Fibroblast","COL6A1","CD44","Ligand","Receptor",0.473814292394386
"Fibroblast","Fibroblast","COL6A1","SDC1","Ligand","Receptor",0.383866503574322
"Fibroblast","Fibroblast","COL6A2","ITGA10","Ligand","Receptor",0.275876543972149
"Fibroblast","Fibroblast","COL6A2","ITGA11","Ligand","Receptor",0.291710214362317
"Fibroblast","Fibroblast","COL6A2","CD44","Ligand","Receptor",0.250061044908889
"Fibroblast","Fibroblast","COL6A3","ITGA10","Ligand","Receptor",0.169436546984265
"Fibroblast","Fibroblast","COL6A3","ITGA11","Ligand","Receptor",0.185270217374433
"Fibroblast","Fibroblast","HSPG2","ITGB1","Ligand","Receptor",0.311620818216244
"Fibroblast","Fibroblast","LAMA4","CD44","Ligand","Receptor",0.229051887049926
"Fibroblast","Fibroblast","TGFB1","ITGB1","Ligand","Receptor",0.305685752118939
"Fibroblast","Fibroblast","LGALS1","ITGB1","Ligand","Receptor",2.11835016630863
"Fibroblast","Fibroblast","SPP1","ITGA5","Ligand","Receptor",0.338233715073128
"Fibroblast","Fibroblast","SPP1","CD44","Ligand","Receptor",0.253487642130263
"Fibroblast","Fibroblast","MIF","CD44","Ligand","Receptor",0.202892158215037
"Fibroblast","Fibroblast","VEGFA","ITGB1","Ligand","Receptor",0.283629192165326
"Fibroblast","Fibroblast","COL12A1","ITGA10","Ligand","Receptor",0.16656715015442
"Fibroblast","Fibroblast","COL12A1","ITGA11","Ligand","Receptor",0.182400820544588
"Fibroblast","Fibroblast","CLEC11A","ITGB1","Ligand","Receptor",0.388057823114176
"Fibroblast","Fibroblast","CLEC11A","ITGA11","Ligand","Receptor",0.190425141043224
"Fibroblast","Fibroblast","COL3A1","ITGA10","Ligand","Receptor",0.196542011238086
"Fibroblast","Fibroblast","COL5A1","ITGA10","Ligand","Receptor",0.283234265248069
"Fibroblast","Fibroblast","COL5A2","ITGA10","Ligand","Receptor",0.19387555619407
"Fibroblast","Fibroblast","COL8A1","ITGA10","Ligand","Receptor",0.193070644439663
"Fibroblast","Fibroblast","COL3A1","ITGA11","Ligand","Receptor",0.212375681628254
"Fibroblast","Fibroblast","COL5A1","ITGA11","Ligand","Receptor",0.299067935638237
"Fibroblast","Fibroblast","COL5A2","ITGA11","Ligand","Receptor",0.209709226584238
"Fibroblast","Fibroblast","COL8A1","ITGA11","Ligand","Receptor",0.208904314829831
"Fibroblast","Fibroblast","CD38","PECAM1","Ligand","Receptor",0.0551167250361922
"Fibroblast","Fibroblast","HRAS","CAV1","Ligand","Receptor",0.321017208408633
"Fibroblast","Fibroblast","TGFB1","ENG","Ligand","Receptor",0.189615408828629
"Fibroblast","Fibroblast","INHBA","ENG","Ligand","Receptor",0.273037812433615
"Fibroblast","Fibroblast","TIMP2","ITGB1","Ligand","Receptor",0.399391500878394
"Fibroblast","Fibroblast","HAS2","CD44","Ligand","Receptor",0.137415019854193
"Fibroblast","Fibroblast","GNAI2","CAV1","Ligand","Receptor",0.322486037672487
"Fibroblast","Fibroblast","TGM2","ITGB1","Ligand","Receptor",0.426218602358066
"Fibroblast","Fibroblast","FN1","NT5E","Ligand","Receptor",0.829091339570743
"Fibroblast","Fibroblast","VIM","CD44","Ligand","Receptor",0.776604929978159
"Fibroblast","Fibroblast","MMP2","PECAM1","Ligand","Receptor",0.363206212141428
"Fibroblast","Fibroblast","MMP2","FGFR1","Ligand","Receptor",0.422194887227439
"Fibroblast","Fibroblast","TGFB1","SMAD3","Ligand","Receptor",0.0816768497603818
"Fibroblast","Fibroblast","TGFB1","CAV1","Ligand","Receptor",0.255569638346778
"Fibroblast","Fibroblast","INHBA","SMAD3","Ligand","Receptor",0.165099253365367
"Fibroblast","Fibroblast","TIMP2","CD44","Ligand","Receptor",0.25892599038949
"Fibroblast","Fibroblast","TIMP3","CD44","Ligand","Receptor",0.142129255900223
"Fibroblast","Fibroblast","PKM","CD44","Ligand","Receptor",0.56351932553898
"Fibroblast","Fibroblast","PDAP1","PDGFRB","Ligand","Receptor",0.311228078812273
"Fibroblast","Fibroblast","VEGFA","CD44","Ligand","Receptor",0.143163681676422
"Fibroblast","Fibroblast","SPARC","FGFR1","Ligand","Receptor",0.598512589452032
"Fibroblast","Fibroblast","SPARC","ENG","Ligand","Receptor",0.650709545836783
"Fibroblast","Fibroblast","INHBA","ACTR2","Ligand","Receptor",0.192935496290425
"Fibroblast","MSC","ADAM12","ITGB1","Ligand","Receptor",0.469512274257176
"Fibroblast","MSC","SEMA7A","ITGA1","Ligand","Receptor",0.286149806732703
"Fibroblast","MSC","APP","CD74","Ligand","Receptor",0.89414906925571
"Fibroblast","MSC","APP","LRP1","Ligand","Receptor",0.450511123393885
"Fibroblast","MSC","THBS1","CD36","Ligand","Receptor",0.116523563015147
"Fibroblast","MSC","THBS1","LRP1","Ligand","Receptor",0.448648368384077
"Fibroblast","MSC","THBS1","CD47","Ligand","Receptor",0.199583131735249
"Fibroblast","MSC","NCAM1","FGFR1","Ligand","Receptor",0.305047602074549
"Fibroblast","MSC","CD99","CD81","Ligand","Receptor",0.549361755640368
"Fibroblast","MSC","ADAM15","ITGB1","Ligand","Receptor",0.466953586167422
"Fibroblast","MSC","ALCAM","CHL1","Ligand","Receptor",0.441300227669851
